Name	Parent	Desc	ParentDesc
HP:0009909	HP:0000363	Uplifted earlobe	Abnormality of earlobe
HP:0009910	HP:0004452	Aplasia of the middle ear ossicles	Abnormality of the middle ear ossicles
HP:0009911	HP:0000929	Abnormal temporal bone morphology	Abnormal skull morphology
HP:0009912	HP:0000377	Abnormality of the tragus	Abnormality of the pinna
HP:0009913	HP:0009912	Aplasia/Hypoplasia of the tragus	Abnormality of the tragus
HP:0009914	HP:0100886	Cyclopia	Abnormality of globe location
HP:0009915	HP:0001120	Corneal asymmetry	Abnormality of corneal size
HP:0009916	HP:0000615	Anisocoria	Abnormal pupil morphology
HP:0009917	HP:0000615	Persistent pupillary membrane	Abnormal pupil morphology
HP:0009918	HP:0000615	Ectopia pupillae	Abnormal pupil morphology
HP:0009919	HP:0002898	Retinoblastoma	Embryonal neoplasm
HP:0009919	HP:0012777	Retinoblastoma	Retinal neoplasm
HP:0009919	HP:0030063	Retinoblastoma	Neuroepithelial neoplasm
HP:0009920	HP:0003764	Nevus of Ota	Nevus
HP:0009921	HP:0025068	Duane anomaly	Incomitant strabismus
HP:0009922	HP:0007968	Vascular remnant arising from the disc	Remnants of the hyaloid vascular system
HP:0009924	HP:0005105	Aplasia/Hypoplasia involving the nose	Abnormal nasal morphology
HP:0009926	HP:0000632	Epiphora	Lacrimation abnormality
HP:0009927	HP:0009924	Aplasia of the nose	Aplasia/Hypoplasia involving the nose
HP:0009928	HP:0000429	Thick nasal alae	Abnormality of the nasal alae
HP:0009929	HP:0010938	Abnormality of the columella	Abnormality of the external nose
HP:0009930	HP:0005288	Asymmetry of the nares	Abnormality of the nares
HP:0009931	HP:0005288	Enlarged naris	Abnormality of the nares
HP:0009932	HP:0005288	Single naris	Abnormality of the nares
HP:0009933	HP:0005288	Narrow naris	Abnormality of the nares
HP:0009934	HP:0005288	Supernumerary naris	Abnormality of the nares
HP:0009935	HP:0000419	Aplasia/Hypoplasia of the nasal septum	Abnormality of the nasal septum
HP:0009935	HP:0009924	Aplasia/Hypoplasia of the nasal septum	Aplasia/Hypoplasia involving the nose
HP:0009936	HP:0000419	Narrow nasal septum	Abnormality of the nasal septum
HP:0009937	HP:0009889	Facial hirsutism	Localized hirsutism
HP:0009938	HP:0004426	Sunken cheeks	Abnormality of the cheek
HP:0009939	HP:0009118	Mandibular aplasia	Aplasia/Hypoplasia of the mandible
HP:0009940	HP:0000277	Asymmetry of the mandible	Abnormality of the mandible
HP:0009941	HP:0011338	Asymmetry of the mouth	Abnormality of mouth shape
HP:0009942	HP:0009602	Duplication of thumb phalanx	Abnormality of thumb phalanx
HP:0009942	HP:0009997	Duplication of thumb phalanx	Duplication of phalanx of hand
HP:0009943	HP:0009942	Complete duplication of thumb phalanx	Duplication of thumb phalanx
HP:0009943	HP:0009998	Complete duplication of thumb phalanx	Complete duplication of phalanx of hand
HP:0009944	HP:0009942	Partial duplication of thumb phalanx	Duplication of thumb phalanx
HP:0009944	HP:0009999	Partial duplication of thumb phalanx	Partial duplication of the phalanx of hand
HP:0009945	HP:0009541	Duplication of phalanx of 2nd finger	Abnormality of the phalanges of the 2nd finger
HP:0009945	HP:0009946	Duplication of phalanx of 2nd finger	Polydactyly affecting the 2nd finger
HP:0009946	HP:0004100	Polydactyly affecting the 2nd finger	Abnormal 2nd finger morphology
HP:0009946	HP:0006159	Polydactyly affecting the 2nd finger	Mesoaxial hand polydactyly
HP:0009947	HP:0009544	Duplication of the proximal phalanx of the 2nd finger	Abnormality of the proximal phalanx of the 2nd finger
HP:0009947	HP:0009945	Duplication of the proximal phalanx of the 2nd finger	Duplication of phalanx of 2nd finger
HP:0009947	HP:0010006	Duplication of the proximal phalanx of the 2nd finger	Duplication of the proximal phalanx of hand
HP:0009948	HP:0009542	Duplication of the distal phalanx of the 2nd finger	Abnormality of the distal phalanx of the 2nd finger
HP:0009948	HP:0009883	Duplication of the distal phalanx of the 2nd finger	Duplication of the distal phalanx of hand
HP:0009948	HP:0009945	Duplication of the distal phalanx of the 2nd finger	Duplication of phalanx of 2nd finger
HP:0009949	HP:0009543	Duplication of the middle phalanx of the 2nd finger	Abnormality of the middle phalanx of the 2nd finger
HP:0009949	HP:0009945	Duplication of the middle phalanx of the 2nd finger	Duplication of phalanx of 2nd finger
HP:0009949	HP:0010008	Duplication of the middle phalanx of the 2nd finger	Duplication of the middle phalanx of hand
HP:0009950	HP:0009948	Complete duplication of the distal phalanx of the 2nd finger	Duplication of the distal phalanx of the 2nd finger
HP:0009950	HP:0009957	Complete duplication of the distal phalanx of the 2nd finger	Complete duplication of the phalanges of the 2nd finger
HP:0009950	HP:0010001	Complete duplication of the distal phalanx of the 2nd finger	Complete duplication of the distal phalanges of the hand
HP:0009951	HP:0009948	Partial duplication of the distal phalanx of the 2nd finger	Duplication of the distal phalanx of the 2nd finger
HP:0009951	HP:0009956	Partial duplication of the distal phalanx of the 2nd finger	Partial duplication of the phalanges of the 2nd finger
HP:0009951	HP:0010004	Partial duplication of the distal phalanx of the 2nd finger	Partial duplication of the distal phalanges of the hand
HP:0009952	HP:0009949	Complete duplication of the middle phalanx of the 2nd finger	Duplication of the middle phalanx of the 2nd finger
HP:0009952	HP:0009957	Complete duplication of the middle phalanx of the 2nd finger	Complete duplication of the phalanges of the 2nd finger
HP:0009952	HP:0010002	Complete duplication of the middle phalanx of the 2nd finger	Complete duplication of the middle phalanges of the hand
HP:0009953	HP:0009949	Partial duplication of the middle phalanx of the 2nd finger	Duplication of the middle phalanx of the 2nd finger
HP:0009953	HP:0009956	Partial duplication of the middle phalanx of the 2nd finger	Partial duplication of the phalanges of the 2nd finger
HP:0009953	HP:0010005	Partial duplication of the middle phalanx of the 2nd finger	Partial duplication of the middle phalanges of the hand
HP:0009954	HP:0009947	Complete duplication of the proximal phalanx of the 2nd finger	Duplication of the proximal phalanx of the 2nd finger
HP:0009954	HP:0009957	Complete duplication of the proximal phalanx of the 2nd finger	Complete duplication of the phalanges of the 2nd finger
HP:0009954	HP:0010000	Complete duplication of the proximal phalanx of the 2nd finger	Complete duplication of the proximal phalanges of the hand
HP:0009955	HP:0009947	Partial duplication of the proximal phalanx of the 2nd finger	Duplication of the proximal phalanx of the 2nd finger
HP:0009955	HP:0009956	Partial duplication of the proximal phalanx of the 2nd finger	Partial duplication of the phalanges of the 2nd finger
HP:0009955	HP:0010003	Partial duplication of the proximal phalanx of the 2nd finger	Partial duplication of the proximal phalanges of the hand
HP:0009956	HP:0009945	Partial duplication of the phalanges of the 2nd finger	Duplication of phalanx of 2nd finger
HP:0009956	HP:0009999	Partial duplication of the phalanges of the 2nd finger	Partial duplication of the phalanx of hand
HP:0009957	HP:0009945	Complete duplication of the phalanges of the 2nd finger	Duplication of phalanx of 2nd finger
HP:0009957	HP:0009998	Complete duplication of the phalanges of the 2nd finger	Complete duplication of phalanx of hand
HP:0009958	HP:0004150	Polydactyly affecting the 3rd finger	Abnormal 3rd finger morphology
HP:0009958	HP:0006159	Polydactyly affecting the 3rd finger	Mesoaxial hand polydactyly
HP:0009959	HP:0009316	Duplication of phalanx of 3rd finger	Abnormal 3rd finger phalanx morphology
HP:0009959	HP:0009958	Duplication of phalanx of 3rd finger	Polydactyly affecting the 3rd finger
HP:0009960	HP:0009959	Complete duplication of the phalanges of the 3rd finger	Duplication of phalanx of 3rd finger
HP:0009960	HP:0009998	Complete duplication of the phalanges of the 3rd finger	Complete duplication of phalanx of hand
HP:0009961	HP:0009959	Partial duplication of the phalanges of the 3rd finger	Duplication of phalanx of 3rd finger
HP:0009961	HP:0009999	Partial duplication of the phalanges of the 3rd finger	Partial duplication of the phalanx of hand
HP:0009962	HP:0009357	Duplication of the distal phalanx of the 3rd finger	Abnormality of the distal phalanx of the 3rd finger
HP:0009962	HP:0009883	Duplication of the distal phalanx of the 3rd finger	Duplication of the distal phalanx of hand
HP:0009962	HP:0009959	Duplication of the distal phalanx of the 3rd finger	Duplication of phalanx of 3rd finger
HP:0009963	HP:0004172	Duplication of the middle phalanx of the 3rd finger	Abnormality of the middle phalanx of the 3rd finger
HP:0009963	HP:0009959	Duplication of the middle phalanx of the 3rd finger	Duplication of phalanx of 3rd finger
HP:0009963	HP:0010008	Duplication of the middle phalanx of the 3rd finger	Duplication of the middle phalanx of hand
HP:0009964	HP:0009358	Duplication of the proximal phalanx of the 3rd finger	Abnormality of the proximal phalanx of the 3rd finger
HP:0009964	HP:0009959	Duplication of the proximal phalanx of the 3rd finger	Duplication of phalanx of 3rd finger
HP:0009964	HP:0010006	Duplication of the proximal phalanx of the 3rd finger	Duplication of the proximal phalanx of hand
HP:0009965	HP:0009960	Complete duplication of the distal phalanx of the 3rd finger	Complete duplication of the phalanges of the 3rd finger
HP:0009965	HP:0009962	Complete duplication of the distal phalanx of the 3rd finger	Duplication of the distal phalanx of the 3rd finger
HP:0009965	HP:0010001	Complete duplication of the distal phalanx of the 3rd finger	Complete duplication of the distal phalanges of the hand
HP:0009966	HP:0009960	Complete duplication of the middle phalanx of the 3rd finger	Complete duplication of the phalanges of the 3rd finger
HP:0009966	HP:0009963	Complete duplication of the middle phalanx of the 3rd finger	Duplication of the middle phalanx of the 3rd finger
HP:0009966	HP:0010002	Complete duplication of the middle phalanx of the 3rd finger	Complete duplication of the middle phalanges of the hand
HP:0009967	HP:0009960	Complete duplication of the proximal phalanx of the 3rd finger	Complete duplication of the phalanges of the 3rd finger
HP:0009967	HP:0009964	Complete duplication of the proximal phalanx of the 3rd finger	Duplication of the proximal phalanx of the 3rd finger
HP:0009967	HP:0010000	Complete duplication of the proximal phalanx of the 3rd finger	Complete duplication of the proximal phalanges of the hand
HP:0009968	HP:0009961	Partial duplication of the distal phalanx of the 3rd finger	Partial duplication of the phalanges of the 3rd finger
HP:0009968	HP:0009962	Partial duplication of the distal phalanx of the 3rd finger	Duplication of the distal phalanx of the 3rd finger
HP:0009968	HP:0010004	Partial duplication of the distal phalanx of the 3rd finger	Partial duplication of the distal phalanges of the hand
HP:0009969	HP:0009961	Partial duplication of the middle phalanx of the 3rd finger	Partial duplication of the phalanges of the 3rd finger
HP:0009969	HP:0009963	Partial duplication of the middle phalanx of the 3rd finger	Duplication of the middle phalanx of the 3rd finger
HP:0009969	HP:0010005	Partial duplication of the middle phalanx of the 3rd finger	Partial duplication of the middle phalanges of the hand
HP:0009970	HP:0009961	Partial duplication of the proximal phalanx of the 3rd finger	Partial duplication of the phalanges of the 3rd finger
HP:0009970	HP:0009964	Partial duplication of the proximal phalanx of the 3rd finger	Duplication of the proximal phalanx of the 3rd finger
HP:0009970	HP:0010003	Partial duplication of the proximal phalanx of the 3rd finger	Partial duplication of the proximal phalanges of the hand
HP:0009971	HP:0004188	Polydactyly affecting the 4th finger	Abnormal 4th finger morphology
HP:0009971	HP:0006159	Polydactyly affecting the 4th finger	Mesoaxial hand polydactyly
HP:0009972	HP:0009172	Duplication of phalanx of 4th finger	Abnormal 4th finger phalanx morphology
HP:0009972	HP:0009971	Duplication of phalanx of 4th finger	Polydactyly affecting the 4th finger
HP:0009973	HP:0009972	Complete duplication of the phalanges of the 4th finger	Duplication of phalanx of 4th finger
HP:0009973	HP:0009998	Complete duplication of the phalanges of the 4th finger	Complete duplication of phalanx of hand
HP:0009974	HP:0009972	Partial duplication of the phalanges of the 4th finger	Duplication of phalanx of 4th finger
HP:0009974	HP:0009999	Partial duplication of the phalanges of the 4th finger	Partial duplication of the phalanx of hand
HP:0009975	HP:0009282	Duplication of the distal phalanx of the 4th finger	Abnormality of the distal phalanx of the 4th finger
HP:0009975	HP:0009883	Duplication of the distal phalanx of the 4th finger	Duplication of the distal phalanx of hand
HP:0009975	HP:0009972	Duplication of the distal phalanx of the 4th finger	Duplication of phalanx of 4th finger
HP:0009976	HP:0009283	Duplication of the middle phalanx of the 4th finger	Abnormality of the middle phalanx of the 4th finger
HP:0009976	HP:0009972	Duplication of the middle phalanx of the 4th finger	Duplication of phalanx of 4th finger
HP:0009976	HP:0010008	Duplication of the middle phalanx of the 4th finger	Duplication of the middle phalanx of hand
HP:0009977	HP:0009284	Duplication of the proximal phalanx of the 4th finger	Abnormality of the proximal phalanx of the 4th finger
HP:0009977	HP:0009972	Duplication of the proximal phalanx of the 4th finger	Duplication of phalanx of 4th finger
HP:0009977	HP:0010006	Duplication of the proximal phalanx of the 4th finger	Duplication of the proximal phalanx of hand
HP:0009978	HP:0009973	Complete duplication of the distal phalanx of the 4th finger	Complete duplication of the phalanges of the 4th finger
HP:0009978	HP:0009975	Complete duplication of the distal phalanx of the 4th finger	Duplication of the distal phalanx of the 4th finger
HP:0009978	HP:0010001	Complete duplication of the distal phalanx of the 4th finger	Complete duplication of the distal phalanges of the hand
HP:0009979	HP:0009973	Complete duplication of the middle phalanx of the 4th finger	Complete duplication of the phalanges of the 4th finger
HP:0009979	HP:0009976	Complete duplication of the middle phalanx of the 4th finger	Duplication of the middle phalanx of the 4th finger
HP:0009979	HP:0010002	Complete duplication of the middle phalanx of the 4th finger	Complete duplication of the middle phalanges of the hand
HP:0009980	HP:0009973	Complete duplication of the proximal phalanx of the 4th finger	Complete duplication of the phalanges of the 4th finger
HP:0009980	HP:0009977	Complete duplication of the proximal phalanx of the 4th finger	Duplication of the proximal phalanx of the 4th finger
HP:0009980	HP:0010000	Complete duplication of the proximal phalanx of the 4th finger	Complete duplication of the proximal phalanges of the hand
HP:0009981	HP:0009974	Partial duplication of the distal phalanx of the 4th finger	Partial duplication of the phalanges of the 4th finger
HP:0009981	HP:0009975	Partial duplication of the distal phalanx of the 4th finger	Duplication of the distal phalanx of the 4th finger
HP:0009981	HP:0010004	Partial duplication of the distal phalanx of the 4th finger	Partial duplication of the distal phalanges of the hand
HP:0009982	HP:0009974	Partial duplication of the middle phalanx of the 4th finger	Partial duplication of the phalanges of the 4th finger
HP:0009982	HP:0009976	Partial duplication of the middle phalanx of the 4th finger	Duplication of the middle phalanx of the 4th finger
HP:0009982	HP:0010005	Partial duplication of the middle phalanx of the 4th finger	Partial duplication of the middle phalanges of the hand
HP:0009983	HP:0009974	Partial duplication of the proximal phalanx of the 4th finger	Partial duplication of the phalanges of the 4th finger
HP:0009983	HP:0009977	Partial duplication of the proximal phalanx of the 4th finger	Duplication of the proximal phalanx of the 4th finger
HP:0009983	HP:0010003	Partial duplication of the proximal phalanx of the 4th finger	Partial duplication of the proximal phalanges of the hand
HP:0009985	HP:0004213	Duplication of phalanx of 5th finger	Abnormal 5th finger phalanx morphology
HP:0009985	HP:0009997	Duplication of phalanx of 5th finger	Duplication of phalanx of hand
HP:0009986	HP:0009985	Complete duplication of the phalanges of the 5th finger	Duplication of phalanx of 5th finger
HP:0009986	HP:0009998	Complete duplication of the phalanges of the 5th finger	Complete duplication of phalanx of hand
HP:0009987	HP:0009985	Partial duplication of the phalanges of the 5th finger	Duplication of phalanx of 5th finger
HP:0009987	HP:0009999	Partial duplication of the phalanges of the 5th finger	Partial duplication of the phalanx of hand
HP:0009988	HP:0004225	Duplication of the distal phalanx of the 5th finger	Abnormality of the distal phalanx of the 5th finger
HP:0009988	HP:0009883	Duplication of the distal phalanx of the 5th finger	Duplication of the distal phalanx of hand
HP:0009988	HP:0009985	Duplication of the distal phalanx of the 5th finger	Duplication of phalanx of 5th finger
HP:0009989	HP:0004219	Duplication of the middle phalanx of the 5th finger	Abnormality of the middle phalanx of the 5th finger
HP:0009989	HP:0009985	Duplication of the middle phalanx of the 5th finger	Duplication of phalanx of 5th finger
HP:0009989	HP:0010008	Duplication of the middle phalanx of the 5th finger	Duplication of the middle phalanx of hand
HP:0009990	HP:0009150	Duplication of the proximal phalanx of the 5th finger	Abnormality of the proximal phalanx of the 5th finger
HP:0009990	HP:0009985	Duplication of the proximal phalanx of the 5th finger	Duplication of phalanx of 5th finger
HP:0009990	HP:0010006	Duplication of the proximal phalanx of the 5th finger	Duplication of the proximal phalanx of hand
HP:0009991	HP:0009986	Complete duplication of the distal phalanx of the 5th finger	Complete duplication of the phalanges of the 5th finger
HP:0009991	HP:0009988	Complete duplication of the distal phalanx of the 5th finger	Duplication of the distal phalanx of the 5th finger
HP:0009991	HP:0010001	Complete duplication of the distal phalanx of the 5th finger	Complete duplication of the distal phalanges of the hand
HP:0009992	HP:0009986	Complete duplication of the middle phalanx of the 5th finger	Complete duplication of the phalanges of the 5th finger
HP:0009992	HP:0009989	Complete duplication of the middle phalanx of the 5th finger	Duplication of the middle phalanx of the 5th finger
HP:0009992	HP:0010002	Complete duplication of the middle phalanx of the 5th finger	Complete duplication of the middle phalanges of the hand
HP:0009993	HP:0009986	Complete duplication of the proximal phalanx of the 5th finger	Complete duplication of the phalanges of the 5th finger
HP:0009993	HP:0009990	Complete duplication of the proximal phalanx of the 5th finger	Duplication of the proximal phalanx of the 5th finger
HP:0009993	HP:0010000	Complete duplication of the proximal phalanx of the 5th finger	Complete duplication of the proximal phalanges of the hand
HP:0009994	HP:0009987	Partial duplication of the distal phalanx of the 5th finger	Partial duplication of the phalanges of the 5th finger
HP:0009994	HP:0009988	Partial duplication of the distal phalanx of the 5th finger	Duplication of the distal phalanx of the 5th finger
HP:0009994	HP:0010004	Partial duplication of the distal phalanx of the 5th finger	Partial duplication of the distal phalanges of the hand
HP:0009995	HP:0009987	Partial duplication of the middle phalanx of the 5th finger	Partial duplication of the phalanges of the 5th finger
HP:0009995	HP:0009989	Partial duplication of the middle phalanx of the 5th finger	Duplication of the middle phalanx of the 5th finger
HP:0009995	HP:0010005	Partial duplication of the middle phalanx of the 5th finger	Partial duplication of the middle phalanges of the hand
HP:0009996	HP:0009987	Partial duplication of the proximal phalanx of the 5th finger	Partial duplication of the phalanges of the 5th finger
HP:0009996	HP:0009990	Partial duplication of the proximal phalanx of the 5th finger	Duplication of the proximal phalanx of the 5th finger
HP:0009996	HP:0010003	Partial duplication of the proximal phalanx of the 5th finger	Partial duplication of the proximal phalanges of the hand
HP:0009997	HP:0004275	Duplication of phalanx of hand	Duplication of hand bones
HP:0009997	HP:0005918	Duplication of phalanx of hand	Abnormal finger phalanx morphology
HP:0009998	HP:0009997	Complete duplication of phalanx of hand	Duplication of phalanx of hand
HP:0009999	HP:0009997	Partial duplication of the phalanx of hand	Duplication of phalanx of hand
HP:0010000	HP:0009998	Complete duplication of the proximal phalanges of the hand	Complete duplication of phalanx of hand
HP:0010000	HP:0010006	Complete duplication of the proximal phalanges of the hand	Duplication of the proximal phalanx of hand
HP:0010001	HP:0009883	Complete duplication of the distal phalanges of the hand	Duplication of the distal phalanx of hand
HP:0010001	HP:0009998	Complete duplication of the distal phalanges of the hand	Complete duplication of phalanx of hand
HP:0010002	HP:0009998	Complete duplication of the middle phalanges of the hand	Complete duplication of phalanx of hand
HP:0010002	HP:0010008	Complete duplication of the middle phalanges of the hand	Duplication of the middle phalanx of hand
HP:0010003	HP:0009999	Partial duplication of the proximal phalanges of the hand	Partial duplication of the phalanx of hand
HP:0010003	HP:0010006	Partial duplication of the proximal phalanges of the hand	Duplication of the proximal phalanx of hand
HP:0010004	HP:0009883	Partial duplication of the distal phalanges of the hand	Duplication of the distal phalanx of hand
HP:0010004	HP:0009999	Partial duplication of the distal phalanges of the hand	Partial duplication of the phalanx of hand
HP:0010005	HP:0009999	Partial duplication of the middle phalanges of the hand	Partial duplication of the phalanx of hand
HP:0010005	HP:0010008	Partial duplication of the middle phalanges of the hand	Duplication of the middle phalanx of hand
HP:0010006	HP:0009997	Duplication of the proximal phalanx of hand	Duplication of phalanx of hand
HP:0010008	HP:0009833	Duplication of the middle phalanx of hand	Abnormal middle phalanx morphology of the hand
HP:0010008	HP:0009834	Duplication of the middle phalanx of hand	Abnormal proximal phalanx morphology of the hand
HP:0010008	HP:0009997	Duplication of the middle phalanx of hand	Duplication of phalanx of hand
HP:0010009	HP:0001163	Abnormality of the 1st metacarpal	Abnormality of the metacarpal bones
HP:0010010	HP:0001163	Abnormality of the 2nd metacarpal	Abnormality of the metacarpal bones
HP:0010011	HP:0001163	Abnormality of the 3rd metacarpal	Abnormality of the metacarpal bones
HP:0010012	HP:0001163	Abnormality of the 4th metacarpal	Abnormality of the metacarpal bones
HP:0010013	HP:0001163	Abnormality of the 5th metacarpal	Abnormality of the metacarpal bones
HP:0010014	HP:0005913	Abnormality of the epiphysis of the 1st metacarpal	Abnormality of metacarpal epiphyses
HP:0010014	HP:0010009	Abnormality of the epiphysis of the 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010014	HP:0010245	Abnormality of the epiphysis of the 1st metacarpal	Abnormality of the epiphyses of the proximal phalanges of the hand
HP:0010015	HP:0009196	Absent epiphysis of the 1st metacarpal	Absent metacarpal epiphyses
HP:0010015	HP:0010014	Absent epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010015	HP:0010268	Absent epiphysis of the 1st metacarpal	Absent epiphyses of the proximal phalanges of the hand
HP:0010016	HP:0010014	Bracket epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010016	HP:0010269	Bracket epiphysis of the 1st metacarpal	Bracket epiphyses of the proximal phalanges of the hand
HP:0010016	HP:0200050	Bracket epiphysis of the 1st metacarpal	Bracket metacarpal epiphyses
HP:0010017	HP:0006059	Cone-shaped epiphysis of the 1st metacarpal	Cone-shaped metacarpal epiphyses
HP:0010017	HP:0010014	Cone-shaped epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010017	HP:0010270	Cone-shaped epiphysis of the 1st metacarpal	Cone-shaped epiphyses of the proximal phalanges of the hand
HP:0010018	HP:0006134	Enlarged epiphysis of the 1st metacarpal	Enlarged metacarpal epiphyses
HP:0010018	HP:0010014	Enlarged epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010018	HP:0010271	Enlarged epiphysis of the 1st metacarpal	Enlarged epiphyses of the proximal phalanges of the hand
HP:0010019	HP:0009189	Fragmentation of the epiphysis of the 1st metacarpal	Fragmentation of the metacarpal epiphyses
HP:0010019	HP:0010014	Fragmentation of the epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010019	HP:0010272	Fragmentation of the epiphysis of the 1st metacarpal	Fragmentation of the epiphyses of the proximal phalanges of the hand
HP:0010020	HP:0009190	Irregular epiphysis of the 1st metacarpal	Irregular epiphyses of the metacarpals
HP:0010020	HP:0010014	Irregular epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010020	HP:0010273	Irregular epiphysis of the 1st metacarpal	Irregular epiphyses of the proximal phalanges of the hand
HP:0010021	HP:0009191	Ivory epiphysis of the 1st metacarpal	Ivory epiphyses of the metacarpals
HP:0010021	HP:0010014	Ivory epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010021	HP:0010274	Ivory epiphysis of the 1st metacarpal	Ivory epiphyses of the proximal phalanges of the hand
HP:0010022	HP:0009193	Pseudoepiphysis of the 1st metacarpal	Pseudoepiphyses of the metacarpals
HP:0010022	HP:0010014	Pseudoepiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010022	HP:0010275	Pseudoepiphysis of the 1st metacarpal	Pseudoepiphyses of the proximal phalanges of the hand
HP:0010023	HP:0009194	Small epiphysis of the 1st metacarpal	Small epiphyses of the metacarpals
HP:0010023	HP:0010014	Small epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010023	HP:0010276	Small epiphysis of the 1st metacarpal	Small epiphyses of the proximal phalanges of the hand
HP:0010024	HP:0009195	Epiphyseal stippling of the first metacarpal	Epiphyseal stippling of the metacarpals
HP:0010024	HP:0010014	Epiphyseal stippling of the first metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010024	HP:0010277	Epiphyseal stippling of the first metacarpal	Stippling of the epiphyses of the proximal phalanges of the hand
HP:0010025	HP:0009171	Triangular epiphysis of the 1st metacarpal	Triangular epiphyses of the metacarpals
HP:0010025	HP:0009696	Triangular epiphysis of the 1st metacarpal	Triangular epiphyses of the thumb
HP:0010025	HP:0010014	Triangular epiphysis of the 1st metacarpal	Abnormality of the epiphysis of the 1st metacarpal
HP:0010026	HP:0005914	Aplasia/Hypoplasia of the 1st metacarpal	Aplasia/Hypoplasia involving the metacarpal bones
HP:0010026	HP:0009658	Aplasia/Hypoplasia of the 1st metacarpal	Aplasia/Hypoplasia of the phalanges of the thumb
HP:0010026	HP:0010009	Aplasia/Hypoplasia of the 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010027	HP:0001230	Broad 1st metacarpal	Broad metacarpals
HP:0010027	HP:0009852	Broad 1st metacarpal	Broad proximal phalanges of the hand
HP:0010027	HP:0010009	Broad 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010028	HP:0010009	Bullet-shaped 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010029	HP:0010009	Curved 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010030	HP:0001504	Osteolytic defects of the 1st metacarpal	Metacarpal osteolysis
HP:0010030	HP:0010009	Osteolytic defects of the 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010031	HP:0010009	Patchy sclerosis of the 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010031	HP:0100914	Patchy sclerosis of the 1st metacarpal	Sclerosis of the 1st metacarpal
HP:0010033	HP:0010009	Triangular shaped 1st metacarpal	Abnormality of the 1st metacarpal
HP:0010034	HP:0009660	Short 1st metacarpal	Short phalanx of the thumb
HP:0010034	HP:0010026	Short 1st metacarpal	Aplasia/Hypoplasia of the 1st metacarpal
HP:0010034	HP:0010049	Short 1st metacarpal	Short metacarpal
HP:0010035	HP:0009659	Aplasia of the 1st metacarpal	Partial absence of thumb
HP:0010035	HP:0010026	Aplasia of the 1st metacarpal	Aplasia/Hypoplasia of the 1st metacarpal
HP:0010035	HP:0010048	Aplasia of the 1st metacarpal	Aplasia of metacarpal bones
HP:0010035	HP:0010242	Aplasia of the 1st metacarpal	Aplasia of the proximal phalanges of the hand
HP:0010036	HP:0005914	Aplasia/Hypoplasia of the 2nd metacarpal	Aplasia/Hypoplasia involving the metacarpal bones
HP:0010036	HP:0010010	Aplasia/Hypoplasia of the 2nd metacarpal	Abnormality of the 2nd metacarpal
HP:0010037	HP:0010036	Aplasia of the 2nd metacarpal	Aplasia/Hypoplasia of the 2nd metacarpal
HP:0010037	HP:0010048	Aplasia of the 2nd metacarpal	Aplasia of metacarpal bones
HP:0010038	HP:0010036	Short 2nd metacarpal	Aplasia/Hypoplasia of the 2nd metacarpal
HP:0010038	HP:0010049	Short 2nd metacarpal	Short metacarpal
HP:0010039	HP:0005914	Aplasia/Hypoplasia of the 3rd metacarpal	Aplasia/Hypoplasia involving the metacarpal bones
HP:0010039	HP:0010011	Aplasia/Hypoplasia of the 3rd metacarpal	Abnormality of the 3rd metacarpal
HP:0010040	HP:0010039	Aplasia of the 3rd metacarpal	Aplasia/Hypoplasia of the 3rd metacarpal
HP:0010040	HP:0010048	Aplasia of the 3rd metacarpal	Aplasia of metacarpal bones
HP:0010041	HP:0010039	Short 3rd metacarpal	Aplasia/Hypoplasia of the 3rd metacarpal
HP:0010041	HP:0010049	Short 3rd metacarpal	Short metacarpal
HP:0010042	HP:0005914	Aplasia/Hypoplasia of the 4th metacarpal	Aplasia/Hypoplasia involving the metacarpal bones
HP:0010042	HP:0010012	Aplasia/Hypoplasia of the 4th metacarpal	Abnormality of the 4th metacarpal
HP:0010043	HP:0010042	Aplasia of the 4th metacarpal	Aplasia/Hypoplasia of the 4th metacarpal
HP:0010043	HP:0010048	Aplasia of the 4th metacarpal	Aplasia of metacarpal bones
HP:0010044	HP:0010042	Short 4th metacarpal	Aplasia/Hypoplasia of the 4th metacarpal
